"cluster","n_regions","nb_sejours","age_moyen","dms_nuitees","pct_deces","tx_sejours_sepsis_100k","densite_pop_2022","niveau_vie_median_annuel","intensite_pauvrete_pct","pct_non_scol15"
"1",13,0.191655749697856,0.408474239328089,-0.24093696045655,0.175437216109848,-0.0689823251192492,-0.0583711740498179,0.347609919421228,-0.364275763569583,0.364506588303908
"2",2,-0.827584345638798,-0.911840034253844,-0.72418635402687,-1.45919084334286,1.58994585270988,0.825966298674457,-1.37475749713875,0.435217870698015,-0.190390412699087
"3",1,-2.06108120637207,-3.24195489948543,2.3662714613059,0.525999204489633,-1.9593816956586,-2.84015059433979,-2.89164797349808,3.56694434767844,-2.47145735593807
"4",1,1.22472515157754,-0.244530143272024,2.21428173268298,0.111698672768069,-0.323739783210927,1.94704325963851,1.12223401529962,0.298204837330121,-1.8863474666145
