"cluster","n_regions","nb_sejours","age_moyen","dms_nuitees","pct_deces","tx_sejours_sepsis_100k","densite_pop_2022","niveau_vie_median_annuel","intensite_pauvrete_pct","pct_non_scol15"
"1",2,-0.642576070499346,-0.743744289423413,-0.752871896100242,-1.5689595683708,1.35575728728819,0.849179553415433,-0.702353501860306,-0.0864495657630546,-0.213711554111119
"2",13,0.30223102278041,0.48865071179996,-0.0992173302663696,0.474860492664721,0.101270804019631,-0.0623359838903939,0.40800948659719,-0.339678174271567,0.356585966878953
"3",1,-1.5691626116613,-2.71488900664251,2.13211757076365,-2.15980116475879,-1.03665037039859,-2.92960695358104,-1.68025114802981,0.905481706737333,-2.55808685365356
"4",1,-2.24941326703119,-1.86820764195293,-1.34826904090069,-0.889564797198069,-2.64399101856854,0.0369054183525706,-3.12655354908723,3.8130802492541,0.306630313265291
"5",1,1.17472472354584,-0.281874025957206,2.01172055580034,0.0140986940570932,-0.347393637864455,2.00471021897272,0.907388375074184,-0.129846558934947,-1.95673792081582
